judul,caption,hashtag,kategori,platform,wilayah,tanggal
Sekarang konversi valas bisa dengan mudah lewat apikasi My B,Sekarang konversi valas bisa dengan mudah lewat apikasi My BCA lohh! #globalkomunika #alwaysconnected #jagoantravelsim #travel #travelmandiri #solotraveler #solobackpacker #backpacker #tipsntrick #tips #bca #mybca #viral #fyp #fypシ゚ #foryou,#globalkomunika #alwaysconnected #jagoantravelsim #travel #travelmandiri #solotraveler #solobackpacker #backpacker #tipsntrick #tips #bca #mybca #viral #fyp #fypシ゚ #foryou,Tech & Gadget,TikTok,Indonesia,2026-01-25
"Aduuh , siapa lihhh ?","Aduuh , siapa lihhh ?",,Tech & Gadget,TikTok,Indonesia,2026-01-25
"sekarang saya gak masak lagi ikan salmon, tapi ikan orang ka","sekarang saya gak masak lagi ikan salmon, tapi ikan orang kaya 🗿 #istriceo #kontenhiburan #adayinmylife #masakdirumah #fyp",#istriceo #kontenhiburan #adayinmylife #masakdirumah #fyp,Tech & Gadget,TikTok,Indonesia,2026-01-25
"Refleks pembalap F1: <0,2 detik. Kalian berapa? 😎 Tap, siapi","Refleks pembalap F1: <0,2 detik. Kalian berapa? 😎 Tap, siapin jempol, dan buktiin kalau refleksmu nggak kalah cepat!",,Tech & Gadget,TikTok,Indonesia,2026-01-25
Desember D nya apa 1 Day 1 Metal song #tiktok  #fyp  #postha,Desember D nya apa 1 Day 1 Metal song #tiktok  #fyp  #posthardcore  #neckdeep  #desember,#tiktok #fyp #posthardcore #neckdeep #desember,Tech & Gadget,TikTok,Indonesia,2026-01-25
#fyppppppppppppppppppppppp #fyp #fypage #xyzbca #zyxbca #aes,#fyppppppppppppppppppppppp #fyp #fypage #xyzbca #zyxbca #aesthetic #computerscience #softwareengineering #it,#fyppppppppppppppppppppppp #fyp #fypage #xyzbca #zyxbca #aesthetic #computerscience #softwareengineering #it,Tech & Gadget,TikTok,Indonesia,2026-01-25
China punya ribuan tahun sejarah yang tercermin dalam seni p,"China punya ribuan tahun sejarah yang tercermin dalam seni pertunjukan, salah satunya tarian tradisional 🙌. — Setiap gerakan punya makna, mulai dari menggambarkan alam, sejarah, sampai filosofi hidup masyarakatnya. Dari tarian klasik yang anggun, tari etnis minoritas yang penuh warna, sampai tarian modern yang dipadukan dengan teknologi, semuanya menunjukkan betapa kayanya budaya China 💃. — Nggak heran kalau setiap festival atau acara besar, tarian jadi bagian penting yang selalu ditunggu. Karena lewat tarian, kita bisa “melihat” jiwa dan cerita panjang peradaban Tiongkok 🤩. #SandyInChina #TarianChina #BudayaChina #ChineseCulture #SejarahChina",#sandyinchina #tarianchina #budayachina #chineseculture #sejarahchina,Tech & Gadget,TikTok,Indonesia,2026-01-25
Analisa cycle Bitcoin ‼️,Analisa cycle Bitcoin ‼️,,Tech & Gadget,TikTok,Indonesia,2026-01-25
boomm ini dia #GiaAsPawrents part 9!!,boomm ini dia #GiaAsPawrents part 9!!,#giaaspawrents,Tech & Gadget,TikTok,Indonesia,2026-01-25
Kegabutann hari ini. #pestarasaakhirtahun #fyp #giligentingi,Kegabutann hari ini. #pestarasaakhirtahun #fyp #giligentingisland #cinematic #kotainitaksamatanpamu,#pestarasaakhirtahun #fyp #giligentingisland #cinematic #kotainitaksamatanpamu,Tech & Gadget,TikTok,Indonesia,2026-01-25
Hari yang Berat Jadi Lebih Mudah Berkat Satu Teman Baik – Ch,"Hari yang Berat Jadi Lebih Mudah Berkat Satu Teman Baik – Chapter 1 Kadang hidup terasa berat… tapi satu teman baik bisa bikin semuanya jadi lebih ringan. Ini cerita tentang Tama dan Elfa, dua sahabat yang saling menguatkan di saat hari paling melelahkan. #animeindonesia #ceritaanime #fypindo #kisahinspirasi #animelokal",#animeindonesia #ceritaanime #fypindo #kisahinspirasi #animelokal,Tech & Gadget,TikTok,Indonesia,2026-01-25
Khanha Ade Kosasih Sunarya adalah dalang muda berbakat asal ,"Khanha Ade Kosasih Sunarya adalah dalang muda berbakat asal Bandung, Jawa Barat, yang belakangan ini viral karena kemampuannya menghidupkan kembali seni wayang golek Sunda dengan gaya yang segar dan modern. 🎭 Lahir pada 24 Agustus 2003, Khanha berasal dari keluarga besar seniman Giriharja, salah satu sanggar wayang golek paling legendaris di Indonesia. Ia adalah cucu dari almarhum Ki Ade Kosasih Sunarya, maestro wayang golek yang sangat terkenal di tanah Sunda. Dari kecil, Khanha sudah terbiasa hidup di lingkungan seni, melihat pertunjukan wayang, dan belajar langsung dari keluarganya. Menariknya, Khanha bukan hanya meneruskan tradisi tapi juga membawa inovasi. Ia sering tampil membawakan wayang dengan gaya khas anak muda: lebih interaktif, penuh humor, dan kadang disisipi unsur kekinian tanpa meninggalkan pakem Sunda. Misalnya, ia bisa menyelipkan tema sosial, politik, bahkan candaan yang relate dengan kehidupan generasi sekarang. Selain piawai di panggung, Khanha juga aktif di media sosial seperti TikTok, YouTube, dan Instagram. Ia sering membagikan potongan pertunjukan, proses latihan, sampai edukasi tentang wayang dan budaya Sunda. Dari sanalah namanya mulai dikenal luas terutama karena penampilannya yang karismatik, suara khasnya saat mendalang, dan caranya membuat budaya terasa hidup lagi di era digital. 📱✨ Prestasinya pun nggak main-main. Khanha pernah jadi peserta termuda di ajang Binojakrama Padalangan Jawa Barat 2021 dan berhasil meraih juara 1, membawa pulang piala “Bokor Kencana Astagina”. Penghargaan ini memperkuat posisinya sebagai penerus sah tradisi Giriharja dan simbol kebangkitan seni wayang golek di kalangan muda. 🏆 Dengan cara ini, Khanha bukan cuma dikenal sebagai dalang muda, tapi juga ikon anak muda yang melestarikan budaya dengan cara yang relevan. Ia membuktikan bahwa seni tradisi nggak harus ketinggalan zaman  justru bisa eksis dan viral kalau dikemas dengan kreatif. #Khanha #DalangMuda #WayangGolek #BudayaSunda #CapCut",#khanha #dalangmuda #wayanggolek #budayasunda #capcut,Tech & Gadget,TikTok,Indonesia,2026-01-25
FANCAM Lyn JKT48 - Sampai Jumpa Lagi At gesrek Festival 2025,FANCAM Lyn JKT48 - Sampai Jumpa Lagi At gesrek Festival 2025 @jkt48.lyn.s   #lynjkt48  #gesrekfestival2025 #jkt48 #fyp  @lynear_id,# #lynjkt48 #gesrekfestival2025 #jkt48 #fyp #,Tech & Gadget,TikTok,Indonesia,2026-01-25
รับจบ #VangviengMusicFestx4EVE #vangviengmusicfest2025 #vang,รับจบ #VangviengMusicFestx4EVE #vangviengmusicfest2025 #vangviengmusicfest #4eve #xoxoentertainment,#vangviengmusicfestx4eve #vangviengmusicfest2025 #vangviengmusicfest #4eve #xoxoentertainment,Tech & Gadget,TikTok,Indonesia,2026-01-25
Jum'at Pagi#gurutiktok #pgri #guru #senam #senampgri #jumats,Jum'at Pagi#gurutiktok #pgri #guru #senam #senampgri #jumatsehat,#gurutiktok #pgri #guru #senam #senampgri #jumatsehat,Tech & Gadget,TikTok,Indonesia,2026-01-25
"Berikut versi caption yang sudah disalin, dirapikan, dan dit","Berikut versi caption yang sudah disalin, dirapikan, dan ditingkatkan agar lebih menarik, elegan, profesional, serta aman sesuai standar komunitas TikTok 👇 Caption TikTok: Scarface — singa legendaris dari Maasai Mara, Kenya. Ia menghembuskan napas terakhir pada 11 Juni 2021, di usia sekitar 13–14 tahun. Pergi karena proses alam: usia tua dan kelaparan. Sebuah pengingat bahwa bahkan sang raja rimba pun tak lepas dari siklus kehidupan. 🌿🦁 Hormati alam. Jaga satwa liar. ❤️ Like & share jika kamu peduli dengan konservasi. #fyp #wildlife #alamliar #konservasisatwa #creatorsearchinsights",#fyp #wildlife #alamliar #konservasisatwa #creatorsearchinsights,Tech & Gadget,TikTok,Indonesia,2026-01-25
Pereli Julian Johan atau Jejelogy adalah pembalap Indonesia ,Pereli Julian Johan atau Jejelogy adalah pembalap Indonesia pertama yang juara di Rally Dakar 2026. Ternyata perjalanan Jejelogy juara Rally Dakar tidaklah mudah. Bahkan ia sempat tertidur saat balapan Rally Dakar. Saksikan selengkapnya di Podcast Sikat Tipis di YouTube Official iNews di https://www.youtube.com/watch?v=eEuuBDHvibc,,Tech & Gadget,TikTok,Indonesia,2026-01-25
room update (again) cuz i just bought a new rack 🫶🏻 #deskset,room update (again) cuz i just bought a new rack 🫶🏻 #desksetup #desktour #roominspo,#desksetup #desktour #roominspo,Tech & Gadget,TikTok,Indonesia,2026-01-25
Format artikel yang benar Harus ada : 1. Judul 2. Identitas ,"Format artikel yang benar Harus ada : 1. Judul 2. Identitas Penulis 3. Abstrak 4. Pendahuluan 5. Tinjauan Pustaka / Landasan Teori 6. Metode Penelitian 7. Hasil dan Pembahasan 8. Kesimpulan 9. Daftar Pustaka 10. Lampiran (Jika Diminta) Publish jurnal Aman, Terarah, Pasti Terbit? Komen ""mau"" sekarang! #SMInstitute #skripsi #skripsihack #jurnal #jurnalsinta #publishjurnal #artikelilmiah #mahasiswa #mahasiswaakhir #tugasakhir",#sminstitute #skripsi #skripsihack #jurnal #jurnalsinta #publishjurnal #artikelilmiah #mahasiswa #mahasiswaakhir #tugasakhir,Tech & Gadget,TikTok,Indonesia,2026-01-25
Puas sih kerja dimanapun pake laptop kayak gini 😭🙏,Puas sih kerja dimanapun pake laptop kayak gini 😭🙏,,Tech & Gadget,TikTok,Indonesia,2026-01-25
masa depanmu #coding #teknikinformatika #python #bucin #song,masa depanmu #coding #teknikinformatika #python #bucin #songlyrics,#coding #teknikinformatika #python #bucin #songlyrics,Tech & Gadget,TikTok,Indonesia,2026-01-25
#softwaredevelopment #developerlife #codingtiktok #devlife,#softwaredevelopment #developerlife #codingtiktok #devlife,#softwaredevelopment #developerlife #codingtiktok #devlife,Tech & Gadget,TikTok,Indonesia,2026-01-25
Top 3 n8n Workflow yang paling banyak dibutuhin di Indonesia,"Top 3 n8n Workflow yang paling banyak dibutuhin di Indonesia! Untuk jalanin itu semua, ofc kita butuh sebuah VPS Salah satu vps yang paling pas untuk jalanin n8n adalah Cloud VPS eXtreme dari IDCloudHost.  Saat ini masih ada promo bonus top up, yang dimana lu bakal dapet credit 100rb cuma dengan top up 55rb. Gass claim sekarang, dengan cara pakai code promo ini: idchconsole100 Claim sekarang di link ini: http:/ /idch.link/BGSDCB100 #education #mahasiswa #student #n8nautomation #CloudVPS #CloudVPSeXtreme #IDCloudHost #IndonesiaLeadingCloudSolution #SecureScalableSolution",,Tech & Gadget,TikTok,Indonesia,2026-01-25
sejak lahir-saat ini #saya #spiderman,sejak lahir-saat ini #saya #spiderman,#saya #spiderman,Tech & Gadget,TikTok,Indonesia,2026-01-25
"To be seen, I love him endlessly. 🥹🫀 #fyp #dream #camera #so","To be seen, I love him endlessly. 🥹🫀 #fyp #dream #camera #sony",#fyp #dream #camera #sony,Tech & Gadget,TikTok,Indonesia,2026-01-25
Cuek 😎 #fyp #programer #coding,Cuek 😎 #fyp #programer #coding,#fyp #programer #coding,Tech & Gadget,TikTok,Indonesia,2026-01-25
แฮนน่าเพลงอินโด คือดุ้กดิ้กน่ารักมากกก🫠🤏🏻 #Hannah4EVE #Toget,แฮนน่าเพลงอินโด คือดุ้กดิ้กน่ารักมากกก🫠🤏🏻 #Hannah4EVE #TogetherAsOne #tpop #4eve #TogetherAsOneinJKT,#hannah4eve #togetherasone #tpop #4eve #togetherasoneinjkt,Tech & Gadget,TikTok,Indonesia,2026-01-25
"christmas light, pareh 😔 #programming #fyp #pamana #laptop #","christmas light, pareh 😔 #programming #fyp #pamana #laptop #coding",#programming #fyp #pamana #laptop #coding,Tech & Gadget,TikTok,Indonesia,2026-01-25
CODING safety Space 🔥 Building Full stack web  software hous,CODING safety Space 🔥 Building Full stack web  software house work  #foryou #fyp #coding #coding #webdevelopment @Zaid Ashfaq,#foryou #fyp #coding #coding #webdevelopment #,Tech & Gadget,TikTok,Indonesia,2026-01-25
When ya seneng 🙂‍↔️ #foryou #fyp,When ya seneng 🙂‍↔️ #foryou #fyp,#foryou #fyp,Tech & Gadget,TikTok,Indonesia,2026-01-25
"""Bagai gulali"" #coding #python #lirik #bentukcinta #fyp","""Bagai gulali"" #coding #python #lirik #bentukcinta #fyp",#coding #python #lirik #bentukcinta #fyp,Tech & Gadget,TikTok,Indonesia,2026-01-25
Meteran di temukan pada tahun 1790 #fyp #fyppage #sejarah #m,Meteran di temukan pada tahun 1790 #fyp #fyppage #sejarah #memeindonesia #videolucu @al.rizkyauliaofficial,#fyp #fyppage #sejarah #memeindonesia #videolucu #,Tech & Gadget,TikTok,Indonesia,2026-01-25
anti redflag 🚩 #womeninlaw #perdatagirl,anti redflag 🚩 #womeninlaw #perdatagirl,#womeninlaw #perdatagirl,Tech & Gadget,TikTok,Indonesia,2026-01-25
my istri guwe #january #coding,my istri guwe #january #coding,#january #coding,Tech & Gadget,TikTok,Indonesia,2026-01-25
Tes seberapa jago bahasa Inggrismu di sini! 🧐 Ada level Muda,"Tes seberapa jago bahasa Inggrismu di sini! 🧐 Ada level Mudah sampai Jenius, lho! 🔥 Kira-kira kamu bisa jawab semua nggak nih? Awas, level terakhir bikin mikir keras! 🧠💥 Spill skormu di kolom komentar, kita adu sama yang lain! 👇 📺Ikutin terus kuis-kuis seru lainnya cuma di YouTube Capciscus (link di BIO) 🚀 #tebakkata #kuisbahasainggris #tebaktebakan #capciscus",#tebakkata #kuisbahasainggris #tebaktebakan #capciscus,Tech & Gadget,TikTok,Indonesia,2026-01-25
Iya lagi😭😭 #microdataindonesia #ilmukomputer #programmer #so,Iya lagi😭😭 #microdataindonesia #ilmukomputer #programmer #softwareengineer #ngoding,#microdataindonesia #ilmukomputer #programmer #softwareengineer #ngoding,Tech & Gadget,TikTok,Indonesia,2026-01-25
critt🫷🏽#barca #viscabarca🔴🔵 #decul,critt🫷🏽#barca #viscabarca🔴🔵 #decul,#barca #viscabarca🔴🔵 #decul,Tech & Gadget,TikTok,Indonesia,2026-01-25
Cocok buat pasangan kalian yang lagi ultah. Dapatkan templat,Cocok buat pasangan kalian yang lagi ultah. Dapatkan template nya di Bio!  #ultah #coding #happybirthday #fyp #fyppppppppppppppppppppppp,#ultah #coding #happybirthday #fyp #fyppppppppppppppppppppppp,Tech & Gadget,TikTok,Indonesia,2026-01-25
тг в профиле: t.me/etonepravilno#timelapse #edit #math #writ,тг в профиле: t.me/etonepravilno#timelapse #edit #math #writing,#timelapse #edit #math #writing,Tech & Gadget,TikTok,Indonesia,2026-01-25
Jasa pembuatan website modern & profesional  #website #webde,Jasa pembuatan website modern & profesional  #website #webdevelopment #programmer #it,#website #webdevelopment #programmer #it,Tech & Gadget,TikTok,Indonesia,2026-01-25
I love them all! But I picked something else!🤭👰🏽‍♀️🤍 #CapCut,I love them all! But I picked something else!🤭👰🏽‍♀️🤍 #CapCut #wedding #weddingdress #fyp #bride @The Bridal Studio,#CapCut #wedding #weddingdress #fyp #bride #,Tech & Gadget,TikTok,Indonesia,2026-01-25
cari apa sih? sorry baru muncul lagi karna banyak yang harus,cari apa sih? sorry baru muncul lagi karna banyak yang harus diselesaikan bareng cewe gua yang udah 4 tahun bareng 🤫 #fyp #pacar #jealous,#fyp #pacar #jealous,Tech & Gadget,TikTok,Indonesia,2026-01-25
Ini login page. Tapi rasanya kayak lagi diawasin 😐 #fyp #cod,Ini login page. Tapi rasanya kayak lagi diawasin 😐 #fyp #coding #fyppageforyou #proggrammer,#fyp #coding #fyppageforyou #proggrammer,Tech & Gadget,TikTok,Indonesia,2026-01-25
"Gak salah pake dafont, tapi mendingan pake 3 website ini #de","Gak salah pake dafont, tapi mendingan pake 3 website ini #desain #typography #font #fonts",#desain #typography #font #fonts,Tech & Gadget,TikTok,Indonesia,2026-01-25
Day 25 | Kabin - Furniture App #figma #uiux #uiuxdesign #uid,Day 25 | Kabin - Furniture App #figma #uiux #uiuxdesign #uidesign #uxdesign,#figma #uiux #uiuxdesign #uidesign #uxdesign,Tech & Gadget,TikTok,Indonesia,2026-01-25
Mouse Vertikal VS Horizontal? #figma #design #verticalmouse,Mouse Vertikal VS Horizontal? #figma #design #verticalmouse,#figma #design #verticalmouse,Tech & Gadget,TikTok,Indonesia,2026-01-25
#KaburAjaDulu to 🇨🇳 Shanghai Hope this marks the beginning o,"#KaburAjaDulu to 🇨🇳 Shanghai Hope this marks the beginning of a my nomadic journey, accros new countries, new project, and meeting new ppl with diverse background along the way. From anak mandor kuli to project-an sampe luar negeri✈️",#kaburajadulu,Tech & Gadget,TikTok,Indonesia,2026-01-25
Update berikutnya ada di Telegram. link ada dibio #fyp #tips,Update berikutnya ada di Telegram. link ada dibio #fyp #tipsandtricks,#fyp #tipsandtricks,Tech & Gadget,TikTok,Indonesia,2026-01-25
Butuh desain UI/UX untuk website atau aplikasi mobile Anda? ,Butuh desain UI/UX untuk website atau aplikasi mobile Anda? Saya open commission untuk freelance project. DM untuk diskusi atau cek portofolio saya di link bio! #figma #jasauiux #figmadesign #uiux #prototype,#figma #jasauiux #figmadesign #uiux #prototype,Tech & Gadget,TikTok,Indonesia,2026-01-25
"Flutter Laravel: aplikasi point of sales seperti fore/sbux, ","Flutter Laravel: aplikasi point of sales seperti fore/sbux, hanya saja brand yang saya bikin kali ini “AWAKE” 💪🏻 ☕️",,Tech & Gadget,TikTok,Indonesia,2026-01-25
liburan nya kurang #5januari #masuksekolah #gamausekolah #se,liburan nya kurang #5januari #masuksekolah #gamausekolah #sekolah #xybca,#5januari #masuksekolah #gamausekolah #sekolah #xybca,Tech & Gadget,TikTok,Indonesia,2026-01-25
maap ya mas mas paket tercinta 🙏🙂 #fyp #fypシ゚viral,maap ya mas mas paket tercinta 🙏🙂 #fyp #fypシ゚viral,#fyp #fypシ゚viral,Tech & Gadget,TikTok,Indonesia,2026-01-25
"for salee gais, ip 16 256gb ultra marine, mulus bh92, garans","for salee gais, ip 16 256gb ultra marine, mulus bh92, garansi on sampe mei2026, pemakaian pribadi gaess #iphone #wts",#iphone #wts,Tech & Gadget,TikTok,Indonesia,2026-01-25
🎉 PROMO AKHIR TAHUN JASA PEMBUATAN WEBSITE 🎉 Saatnya punya w,"🎉 PROMO AKHIR TAHUN JASA PEMBUATAN WEBSITE 🎉 Saatnya punya website profesional, cepat, namun harga tetap bersahabat full benefit 🚀 ✅ Full benefit ✅ Desain modern & responsive ✅ Cocok untuk UMKM, personal, & company profile ✅ SEO friendly (siap tampil di Google) ✅ Loading cepat & user friendly ✅ Bisa custom sesuai kebutuhan bisnis ✅ Harga promo akhir tahun 🔥 💻 Serahkan pembuatan website ke agensi yang trusted dan berpengalaman membuat 1000+ website Jangan nunggu tahun depan, bangun website sekarang! 👉 Cek portofolio & order link di bio 🌐 wipinweb.com",,Tech & Gadget,TikTok,Indonesia,2026-01-25
🎪 ISE! GRAND EXPO 2025 ✨ Udah siap belum buat HARI INI?! 😍 I,"🎪 ISE! GRAND EXPO 2025 ✨ Udah siap belum buat HARI INI?! 😍 Ini dia video alur peserta biar kamu nggak nyasar pas datang! Jadi pastiin kamu udah siap buat seru-seruan bareng di ISE! GRAND EXPO 2025! 💥 🗓️ Minggu, 26 Oktober 2025 ⏰ 11.30 - 15.00 📍 Departemen Sistem Informasi ITS 💫 FREE ENTRY & OPEN FOR PUBLIC! SEE YOU THERE!! 🤩🔥 #ISEGrandExpo  #ISE2025",#isegrandexpo #ise2025,Tech & Gadget,TikTok,Indonesia,2026-01-25
Ubah ide atau wireframe menjadi desain mockup dan prototipe ,Ubah ide atau wireframe menjadi desain mockup dan prototipe dengan Leveurnrose 🥶 #fyp #foryou #beforeandafter #wireframe #prototype #uidesign #uiux #figma,#fyp #foryou #beforeandafter #wireframe #prototype #uidesign #uiux #figma,Tech & Gadget,TikTok,Indonesia,2026-01-25
UI/UX Part 3 | LevelUp ID Game Store Mobile App #figma #uiux,UI/UX Part 3 | LevelUp ID Game Store Mobile App #figma #uiux #design #app,#figma #uiux #design #app,Tech & Gadget,TikTok,Indonesia,2026-01-25
POV: You're a Minecraft Baby Chicken #minecraft #minecraftme,POV: You're a Minecraft Baby Chicken #minecraft #minecraftmemes #fyp #foryoupage #trending,#minecraft #minecraftmemes #fyp #foryoupage #trending,Tech & Gadget,TikTok,Indonesia,2026-01-25
メロッッッメロ🍑🍎🍋 #RIO #RIKU #AYAKA #NiziU #WithU,メロッッッメロ🍑🍎🍋 #RIO #RIKU #AYAKA #NiziU #WithU,#rio #riku #ayaka #niziu #withu,Tech & Gadget,TikTok,Indonesia,2026-01-25
Replying to @Acel 𐙚   5 COURSE GRATIS buat kamu yang mau mul,"Replying to @Acel 𐙚   5 COURSE GRATIS buat kamu yang mau mulai belajar UI/UX! 💻✨ Gak harus dari jurusan DKV atau IT kok—yang penting MAU belajar dan konsisten 🔥 Banyak banget yang mulai dari nol, ikut course gratisan, bikin portfolio, dan akhirnya keterima kerja sebagai UI/UX Designer! #UIUXGratis #belajaruiux #uiux #uiuxdesign #UXDesignIndonesia #CareerSwitch #CourseGratis #UIUXMotivation #UXBeginner #DesignJourney",# #uiuxgratis #belajaruiux #uiux #uiuxdesign #uxdesignindonesia #careerswitch #coursegratis #uiuxmotivation #uxbeginner #designjourney,Tech & Gadget,TikTok,Indonesia,2026-01-25
"Infokan job design & ngoding, kami siap satset mengerjakan 😝","Infokan job design & ngoding, kami siap satset mengerjakan 😝🔥 #fyp #website #design #it #ngoding",#fyp #website #design #it #ngoding,Tech & Gadget,TikTok,Indonesia,2026-01-25
ciee kena prank #fyppppppppppppppppppppppp #viral #masukbera,ciee kena prank #fyppppppppppppppppppppppp #viral #masukberanda #promomakangajian #maknor,#fyppppppppppppppppppppppp #viral #masukberanda #promomakangajian #maknor,Tech & Gadget,TikTok,Indonesia,2026-01-25
tutor melet HR ala anak ✨yuai yuex✨ #uiux #uiuxdesign #figma,tutor melet HR ala anak ✨yuai yuex✨ #uiux #uiuxdesign #figma #figmadesign #portofolio,#uiux #uiuxdesign #figma #figmadesign #portofolio,Tech & Gadget,TikTok,Indonesia,2026-01-25
Udah update portfolio belum? #uxdesigner #uidesigner #uiux #,Udah update portfolio belum? #uxdesigner #uidesigner #uiux #productdesigner #uxtok #figma #portfoliodesign #designtok #framer #fypシ #foryou,#uxdesigner #uidesigner #uiux #productdesigner #uxtok #figma #portfoliodesign #designtok #framer #fypシ #foryou,Tech & Gadget,TikTok,Indonesia,2026-01-25
Olahraga jga banyak kok bisanya APWKKWKW,Olahraga jga banyak kok bisanya APWKKWKW,,Tech & Gadget,TikTok,Indonesia,2026-01-25
jessi ih😭😭😭 #jessijkt48 #fyp,jessi ih😭😭😭 #jessijkt48 #fyp,#jessijkt48 #fyp,Tech & Gadget,TikTok,Indonesia,2026-01-25
Pilihan baju salah satunya tergantung lagi pergi anak apa en,"Pilihan baju salah satunya tergantung lagi pergi anak apa engga, setuju? #ootd #fitcheck #fyp",#ootd #fitcheck #fyp,Tech & Gadget,TikTok,Indonesia,2026-01-25
Karaoke Bareng Member  #jkt48 #jkt48newera,Karaoke Bareng Member  #jkt48 #jkt48newera,#jkt48 #jkt48newera,Tech & Gadget,TikTok,Indonesia,2026-01-25
Replying to @Najlaa Dalfaa Readymag Scroll Animation Tutoria,"Replying to @Najlaa Dalfaa Readymag Scroll Animation Tutorial🌱 After so many of you asked about the my portfolio, here’s a quick breakdown 👀 Save it, try it out, and follow for more design tips. Let me be your design buddy 🤍🎨 #design #designtutorial #portfolio @Readymag",# #design #designtutorial #portfolio #,Tech & Gadget,TikTok,Indonesia,2026-01-25
SHEENA - BIKINI VVVIP VIEW!! WHAT A BLESSING!  SOBRANG HAPPY,SHEENA - BIKINI VVVIP VIEW!! WHAT A BLESSING!  SOBRANG HAPPY DIN TO SEE HER DANCE WITH SHINIES!! ME NEXT?!? HUUY!! #ShiniesYEP2025 #HappySheeHappyLife #BINI #BINISheena #fyp @Sheena Catacutan,#ShiniesYEP2025 #HappySheeHappyLife #BINI #BINISheena #fyp #,Game,TikTok,Indonesia,2026-01-25
menjelajah teyvat #genshinimpact #genshin #xiaomipad6spro #s,menjelajah teyvat #genshinimpact #genshin #xiaomipad6spro #shoutout #trend #trending,#genshinimpact #genshin #xiaomipad6spro #shoutout #trend #trending,Game,TikTok,Indonesia,2026-01-25
Honkai Star Rail Naikin Spesifikasi? #honkaistarrail #berita,Honkai Star Rail Naikin Spesifikasi? #honkaistarrail #beritagwk,#honkaistarrail #beritagwk,Game,TikTok,Indonesia,2026-01-25
Sakit broo:( #MiawAug #foryou #AQuietPlace #fypシ,Sakit broo:( #MiawAug #foryou #AQuietPlace #fypシ,#miawaug #foryou #aquietplace #fypシ,Game,TikTok,Indonesia,2026-01-25
😋 #arter  #lembahpelangiulubelu #curug #alam #fypppppppppppp,😋 #arter  #lembahpelangiulubelu #curug #alam #fyppppppppppppppppppppppp,#arter #lembahpelangiulubelu #curug #alam #fyppppppppppppppppppppppp,Game,TikTok,Indonesia,2026-01-25
sijuki yang ugal ugalan ternyata 😭 #olinejkt48 #onieljkt48 #,sijuki yang ugal ugalan ternyata 😭 #olinejkt48 #onieljkt48 #indahjkt48 #keluargapinus #jkt48,#olinejkt48 #onieljkt48 #indahjkt48 #keluargapinus #jkt48,Game,TikTok,Indonesia,2026-01-25
next ver siapa yh? #honkaistarrail #hsr #castorice #waifu #f,next ver siapa yh? #honkaistarrail #hsr #castorice #waifu #fyp cr: avllyax,#honkaistarrail #hsr #castorice #waifu #fyp,Game,TikTok,Indonesia,2026-01-25
Sobrang enjoy talaga sa camp john hay #baguio #fyp #trending,Sobrang enjoy talaga sa camp john hay #baguio #fyp #trendingaudio,#baguio #fyp #trendingaudio,Game,TikTok,Indonesia,2026-01-25
(Re-edit) Zenitsu in Real Life #zenitsu #anime #demonslayer,(Re-edit) Zenitsu in Real Life #zenitsu #anime #demonslayer,#zenitsu #anime #demonslayer,Game,TikTok,Indonesia,2026-01-25
#filter #fyp #gaming #game #findthebulldog,#filter #fyp #gaming #game #findthebulldog,#filter #fyp #gaming #game #findthebulldog,Game,TikTok,Indonesia,2026-01-25
#setup #actionfigures #finalfantasy #animetok #manga,#setup #actionfigures #finalfantasy #animetok #manga,#setup #actionfigures #finalfantasy #animetok #manga,Game,TikTok,Indonesia,2026-01-25
𐔌՞ ܸ.ˬ.ܸ՞𐦯 🩵 genshin furina plushie! 🦋 my biggest fluffy bab,"𐔌՞ ܸ.ˬ.ܸ՞𐦯 🩵 genshin furina plushie! 🦋 my biggest fluffy baby yet!!! 🤏🏻 this is totally a sign for me to start playing genshin 👀 🛒 use ""fia"" for 5% off on @Plushshop_Anime 🫶🏻 #genshin #genshinimpact #furina #plushie #plushshop",# #genshin #genshinimpact #furina #plushie #plushshop,Game,TikTok,Indonesia,2026-01-25
Masih masuk akal gueh,Masih masuk akal gueh,,Game,TikTok,Indonesia,2026-01-25
pajaknya kudu dinaikin lagi nih #theotownindo #theotown #the,pajaknya kudu dinaikin lagi nih #theotownindo #theotown #theotownindonesia,#theotownindo #theotown #theotownindonesia,Game,TikTok,Indonesia,2026-01-25
“kik iyih gi biwitin bindi” #4youpage #gamehotelhideaway #ho,“kik iyih gi biwitin bindi” #4youpage #gamehotelhideaway #hotelhideaway,#4youpage #gamehotelhideaway #hotelhideaway,Game,TikTok,Indonesia,2026-01-25
kok lancip sih🗿#sipdam #fyp #fakebody #hiburan #fakesituatio,kok lancip sih🗿#sipdam #fyp #fakebody #hiburan #fakesituation,#sipdam #fyp #fakebody #hiburan #fakesituation,Game,TikTok,Indonesia,2026-01-25
#beritaviral #viral #artist #fyp #beranda,#beritaviral #viral #artist #fyp #beranda,#beritaviral #viral #artist #fyp #beranda,Game,TikTok,Indonesia,2026-01-25
